country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,,,,,,2020-12-07,-26,-5,-4,-43,-34,12
GB,United Kingdom,,,,,,2020-12-08,-31,-5,-7,-44,-33,12
GB,United Kingdom,,,,,,2020-12-09,-31,-5,-5,-44,-32,13
GB,United Kingdom,,,,,,2020-12-10,-32,-3,-1,-44,-33,13
GB,United Kingdom,,,,,,2020-12-11,-33,-2,-5,-41,-32,13
GB,United Kingdom,,,,,,2020-12-12,-37,-5,-5,-39,-12,8
GB,United Kingdom,,,,,,2020-12-13,-41,-13,-31,-45,-14,8
GB,United Kingdom,,,,,,2020-12-14,-25,-2,2,-42,-35,12
GB,United Kingdom,,,,,,2020-12-15,-25,0,10,-41,-34,12
GB,United Kingdom,,,,,,2020-12-16,-33,-3,-14,-46,-34,14
GB,United Kingdom,,,,,,2020-12-17,-29,2,12,-44,-35,13
GB,United Kingdom,,,,,,2020-12-18,-33,-1,-14,-45,-37,15
GB,United Kingdom,,,,,,2020-12-19,-40,-3,-10,-41,-13,8
GB,United Kingdom,,,,,,2020-12-20,-43,-7,5,-45,-13,7
GB,United Kingdom,,,,,,2020-12-21,-26,12,-8,-52,-49,16
GB,United Kingdom,,,,,,2020-12-22,-26,17,14,-52,-50,16
GB,United Kingdom,,,,,,2020-12-23,-27,23,-12,-54,-53,18
GB,United Kingdom,,,,,,2020-12-24,-35,14,19,-59,-65,21
GB,United Kingdom,,,,,,2020-12-25,-92,-89,-25,-85,-85,27
GB,United Kingdom,,,,,,2020-12-26,-81,-63,-34,-76,-54,15
GB,United Kingdom,,,,,,2020-12-27,-58,-24,3,-59,-29,10
GB,United Kingdom,,,,,,2020-12-28,-51,-24,16,-70,-77,26
GB,United Kingdom,,,,,,2020-12-29,-47,-11,14,-64,-68,24
GB,United Kingdom,,,,,,2020-12-30,-42,-3,18,-63,-66,23
GB,United Kingdom,,,,,,2020-12-31,-53,2,14,-67,-69,24
GB,United Kingdom,,,,,,2021-01-01,-83,-64,-5,-82,-83,32
GB,United Kingdom,,,,,,2021-01-02,-68,-24,-12,-66,-39,16
GB,United Kingdom,,,,,,2021-01-03,-64,-24,-8,-62,-29,11
GB,United Kingdom,,,,,,2021-01-04,-53,-17,-16,-62,-49,19
GB,United Kingdom,,,,,,2021-01-05,-61,-21,-18,-63,-50,20
DE,Germany,,,,,,2020-02-15,6,1,45,10,0,-1
DE,Germany,,,,,,2020-02-16,7,10,9,6,-1,0
DE,Germany,,,,,,2020-02-17,2,2,7,1,-2,0
DE,Germany,,,,,,2020-02-18,2,2,10,1,-1,1
DE,Germany,,,,,,2020-02-19,3,0,6,-1,-1,1
DE,Germany,,,,,,2020-02-20,2,-1,14,3,-4,1
DE,Germany,,,,,,2020-02-21,2,2,15,-1,-8,2
DE,Germany,,,,,,2020-02-22,-1,-2,26,9,-3,0
DE,Germany,,,,,,2020-02-23,0,9,-24,2,-3,0
DE,Germany,,,,,,2020-02-24,2,-5,17,-5,-20,4
DE,Germany,,,,,,2020-02-25,-1,-1,15,-5,-13,4
DE,Germany,,,,,,2020-02-26,-3,0,0,-7,-5,2
DE,Germany,,,,,,2020-02-27,-5,3,-3,-5,-4,2
DE,Germany,,,,,,2020-02-28,3,11,9,-2,-5,2
DE,Germany,,,,,,2020-02-29,-1,5,9,1,-1,1
DE,Germany,,,,,,2020-03-01,8,18,21,4,1,0
DE,Germany,,,,,,2020-03-02,2,8,9,-1,0,0
DE,Germany,,,,,,2020-03-03,0,5,8,-3,0,1
DE,Germany,,,,,,2020-03-04,2,2,14,-4,0,1
DE,Germany,,,,,,2020-03-05,-4,0,0,-5,0,1
DE,Germany,,,,,,2020-03-06,-3,1,-11,-7,-1,2
DE,Germany,,,,,,2020-03-07,1,0,19,-2,0,1
DE,Germany,,,,,,2020-03-08,12,19,31,2,1,0
DE,Germany,,,,,,2020-03-09,-1,2,7,-5,-1,1
DE,Germany,,,,,,2020-03-10,-7,-2,-13,-8,-1,3
DE,Germany,,,,,,2020-03-11,-1,2,17,-7,-1,2
DE,Germany,,,,,,2020-03-12,-7,6,4,-9,-2,2
DE,Germany,,,,,,2020-03-13,-9,19,-3,-15,-4,4
DE,Germany,,,,,,2020-03-14,-17,9,33,-19,-3,4
DE,Germany,,,,,,2020-03-15,-12,13,75,-16,-5,2
DE,Germany,,,,,,2020-03-16,-7,22,40,-25,-18,6
DE,Germany,,,,,,2020-03-17,-21,11,31,-35,-25,10
DE,Germany,,,,,,2020-03-18,-34,5,44,-39,-30,11
DE,Germany,,,,,,2020-03-19,-45,-3,15,-46,-33,14
DE,Germany,,,,,,2020-03-20,-50,-2,-14,-52,-36,16
DE,Germany,,,,,,2020-03-21,-69,-24,-31,-59,-31,13
DE,Germany,,,,,,2020-03-22,-71,-35,1,-58,-34,10
DE,Germany,,,,,,2020-03-23,-57,-16,-5,-56,-41,16
DE,Germany,,,,,,2020-03-24,-59,-18,9,-56,-43,18
DE,Germany,,,,,,2020-03-25,-58,-18,11,-56,-43,18
DE,Germany,,,,,,2020-03-26,-59,-16,3,-57,-44,18
DE,Germany,,,,,,2020-03-27,-59,-14,21,-56,-44,19
DE,Germany,,,,,,2020-03-28,-66,-21,33,-53,-33,12
DE,Germany,,,,,,2020-03-29,-77,-51,-49,-68,-39,11
DE,Germany,,,,,,2020-03-30,-54,-16,-13,-56,-43,17
DE,Germany,,,,,,2020-03-31,-53,-12,7,-53,-43,17
DE,Germany,,,,,,2020-04-01,-52,-13,20,-53,-43,17
DE,Germany,,,,,,2020-04-02,-54,-11,6,-54,-43,17
DE,Germany,,,,,,2020-04-03,-57,-11,-13,-57,-44,19
DE,Germany,,,,,,2020-04-04,-63,-16,21,-52,-31,12
DE,Germany,,,,,,2020-04-05,-58,-13,61,-47,-30,8
DE,Germany,,,,,,2020-04-06,-43,-6,49,-49,-44,15
DE,Germany,,,,,,2020-04-07,-44,-2,50,-50,-45,16
DE,Germany,,,,,,2020-04-08,-42,10,57,-49,-45,15
DE,Germany,,,,,,2020-04-09,-40,14,37,-49,-47,15
DE,Germany,,,,,,2020-04-10,-80,-92,72,-69,-86,29
DE,Germany,,,,,,2020-04-11,-56,0,35,-48,-29,10
DE,Germany,,,,,,2020-04-12,-63,-23,59,-47,-26,6
DE,Germany,,,,,,2020-04-13,-81,-93,29,-73,-88,28
DE,Germany,,,,,,2020-04-14,-45,1,8,-52,-45,17
DE,Germany,,,,,,2020-04-15,-45,-9,46,-49,-44,16
DE,Germany,,,,,,2020-04-16,-53,-3,57,-48,-43,16
DE,Germany,,,,,,2020-04-17,-55,-4,49,-49,-43,16
DE,Germany,,,,,,2020-04-18,-65,-14,35,-46,-22,10
DE,Germany,,,,,,2020-04-19,-59,-7,56,-44,-22,7
DE,Germany,,,,,,2020-04-20,-44,-9,35,-44,-36,13
DE,Germany,,,,,,2020-04-21,-47,-8,45,-44,-35,14
DE,Germany,,,,,,2020-04-22,-46,-8,60,-43,-35,13
DE,Germany,,,,,,2020-04-23,-47,-6,58,-42,-35,13
DE,Germany,,,,,,2020-04-24,-50,-7,38,-46,-36,14
DE,Germany,,,,,,2020-04-25,-57,-10,40,-41,-19,9
DE,Germany,,,,,,2020-04-26,-52,3,78,-39,-18,6
DE,Germany,,,,,,2020-04-27,-43,-13,57,-41,-33,12
DE,Germany,,,,,,2020-04-28,-48,-10,19,-43,-33,13
DE,Germany,,,,,,2020-04-29,-46,1,12,-43,-33,13
DE,Germany,,,,,,2020-04-30,-34,19,-8,-39,-34,12
DE,Germany,,,,,,2020-05-01,-82,-92,17,-67,-84,28
DE,Germany,,,,,,2020-05-02,-46,3,-18,-42,-20,9
DE,Germany,,,,,,2020-05-03,-57,4,43,-37,-18,6
DE,Germany,,,,,,2020-05-04,-32,-5,-1,-38,-30,11
DE,Germany,,,,,,2020-05-05,-36,-6,21,-37,-29,12
DE,Germany,,,,,,2020-05-06,-33,-5,49,-35,-28,11
DE,Germany,,,,,,2020-05-07,-33,-3,47,-35,-28,11
DE,Germany,,,,,,2020-05-08,-36,-5,60,-37,-31,11
DE,Germany,,,,,,2020-05-09,-40,-1,61,-28,-8,5
DE,Germany,,,,,,2020-05-10,-50,9,29,-33,-3,4
DE,Germany,,,,,,2020-05-11,-34,-12,-23,-41,-28,11
DE,Germany,,,,,,2020-05-12,-31,-4,14,-35,-26,11
DE,Germany,,,,,,2020-05-13,-31,-7,13,-36,-26,11
DE,Germany,,,,,,2020-05-14,-29,-4,20,-35,-26,10
DE,Germany,,,,,,2020-05-15,-29,-3,29,-35,-26,10
DE,Germany,,,,,,2020-05-16,-35,-6,53,-28,-5,5
DE,Germany,,,,,,2020-05-17,-36,16,92,-25,-1,3
DE,Germany,,,,,,2020-05-18,-15,-3,55,-30,-26,8
DE,Germany,,,,,,2020-05-19,-17,2,63,-30,-25,9
DE,Germany,,,,,,2020-05-20,-6,34,84,-25,-26,6
DE,Germany,,,,,,2020-05-21,-55,-87,225,-46,-81,18
DE,Germany,,,,,,2020-05-22,-19,1,68,-40,-51,14
DE,Germany,,,,,,2020-05-23,-35,-9,27,-35,-8,7
DE,Germany,,,,,,2020-05-24,-42,3,37,-31,-4,3
DE,Germany,,,,,,2020-05-25,-16,-2,33,-31,-27,8
DE,Germany,,,,,,2020-05-26,-18,-4,73,-28,-23,8
DE,Germany,,,,,,2020-05-27,-15,-3,86,-27,-23,7
DE,Germany,,,,,,2020-05-28,-16,2,65,-27,-24,8
DE,Germany,,,,,,2020-05-29,-15,6,84,-25,-25,7
DE,Germany,,,,,,2020-05-30,-23,4,99,-17,5,2
DE,Germany,,,,,,2020-05-31,-19,32,143,-13,8,0
DE,Germany,,,,,,2020-06-01,-45,-86,264,-42,-80,16
DE,Germany,,,,,,2020-06-02,-6,15,109,-22,-26,6
DE,Germany,,,,,,2020-06-03,-11,1,91,-24,-25,7
DE,Germany,,,,,,2020-06-04,-20,-2,12,-31,-26,9
DE,Germany,,,,,,2020-06-05,-20,-2,21,-32,-26,9
DE,Germany,,,,,,2020-06-06,-25,-5,44,-24,1,4
DE,Germany,,,,,,2020-06-07,-31,11,51,-27,3,3
DE,Germany,,,,,,2020-06-08,-8,-4,67,-26,-25,7
DE,Germany,,,,,,2020-06-09,-12,-2,59,-27,-25,8
DE,Germany,,,,,,2020-06-10,-5,16,70,-24,-25,6
DE,Germany,,,,,,2020-06-11,-36,-54,112,-40,-59,16
DE,Germany,,,,,,2020-06-12,-8,3,147,-25,-37,7
DE,Germany,,,,,,2020-06-13,-26,-9,97,-21,4,2
DE,Germany,,,,,,2020-06-14,-33,8,34,-26,5,2
DE,Germany,,,,,,2020-06-15,-10,-2,63,-24,-23,6
DE,Germany,,,,,,2020-06-16,-11,0,75,-22,-21,6
DE,Germany,,,,,,2020-06-17,-10,-3,80,-22,-21,6
DE,Germany,,,,,,2020-06-18,-12,-2,67,-23,-22,6
DE,Germany,,,,,,2020-06-19,-13,-1,63,-23,-23,6
DE,Germany,,,,,,2020-06-20,-20,-5,85,-18,7,2
DE,Germany,,,,,,2020-06-21,-8,33,123,-11,15,-1
DE,Germany,,,,,,2020-06-22,-6,-2,96,-21,-23,5
DE,Germany,,,,,,2020-06-23,-6,-1,129,-19,-22,5
DE,Germany,,,,,,2020-06-24,-6,-1,130,-19,-20,5
DE,Germany,,,,,,2020-06-25,-11,-1,106,-21,-22,5
DE,Germany,,,,,,2020-06-26,-14,-2,114,-21,-23,5
DE,Germany,,,,,,2020-06-27,-23,-6,110,-16,3,1
DE,Germany,,,,,,2020-06-28,-18,23,72,-18,10,0
DE,Germany,,,,,,2020-06-29,-3,1,74,-22,-23,5
DE,Germany,,,,,,2020-06-30,0,3,92,-20,-22,6
DE,Germany,,,,,,2020-07-01,-2,-1,85,-21,-22,5
DE,Germany,,,,,,2020-07-02,-6,0,69,-21,-23,6
DE,Germany,,,,,,2020-07-03,-5,1,99,-20,-23,5
DE,Germany,,,,,,2020-07-04,-16,-5,109,-12,3,0
DE,Germany,,,,,,2020-07-05,-9,27,95,-12,7,0
DE,Germany,,,,,,2020-07-06,-2,-1,73,-22,-26,5
DE,Germany,,,,,,2020-07-07,-2,-1,106,-20,-25,6
DE,Germany,,,,,,2020-07-08,-4,-3,80,-23,-25,6
DE,Germany,,,,,,2020-07-09,-8,-3,74,-23,-26,6
DE,Germany,,,,,,2020-07-10,-11,-2,74,-23,-26,6
DE,Germany,,,,,,2020-07-11,-15,-6,112,-11,3,0
DE,Germany,,,,,,2020-07-12,3,42,142,-4,10,-2
DE,Germany,,,,,,2020-07-13,0,-2,132,-20,-26,4
DE,Germany,,,,,,2020-07-14,-3,-2,116,-21,-26,6
DE,Germany,,,,,,2020-07-15,-2,-1,78,-23,-26,6
DE,Germany,,,,,,2020-07-16,-7,-2,63,-24,-27,6
DE,Germany,,,,,,2020-07-17,-6,-2,108,-21,-28,5
DE,Germany,,,,,,2020-07-18,-16,-7,150,-6,2,-1
DE,Germany,,,,,,2020-07-19,3,40,152,-3,9,-3
DE,Germany,,,,,,2020-07-20,0,-1,130,-22,-31,5
DE,Germany,,,,,,2020-07-21,0,-2,153,-21,-30,5
DE,Germany,,,,,,2020-07-22,2,-3,156,-21,-28,5
DE,Germany,,,,,,2020-07-23,-3,-3,143,-21,-29,5
DE,Germany,,,,,,2020-07-24,-8,-3,123,-22,-30,5
DE,Germany,,,,,,2020-07-25,-17,-8,148,-8,-1,-1
DE,Germany,,,,,,2020-07-26,-7,30,92,-10,2,0
DE,Germany,,,,,,2020-07-27,1,-1,138,-22,-33,5
DE,Germany,,,,,,2020-07-28,-1,-2,150,-22,-32,6
DE,Germany,,,,,,2020-07-29,5,-1,159,-20,-32,5
DE,Germany,,,,,,2020-07-30,1,0,154,-21,-33,5
DE,Germany,,,,,,2020-07-31,-6,-1,161,-20,-34,4
DE,Germany,,,,,,2020-08-01,-19,-8,156,-6,-4,-2
DE,Germany,,,,,,2020-08-02,-5,35,89,-7,1,-1
DE,Germany,,,,,,2020-08-03,6,2,114,-21,-35,5
DE,Germany,,,,,,2020-08-04,5,0,143,-20,-34,6
DE,Germany,,,,,,2020-08-05,6,-2,180,-19,-33,4
DE,Germany,,,,,,2020-08-06,-2,-2,163,-21,-33,5
DE,Germany,,,,,,2020-08-07,-10,-4,156,-22,-34,4
DE,Germany,,,,,,2020-08-08,-23,-10,163,-10,-5,-1
DE,Germany,,,,,,2020-08-09,-9,28,127,-7,3,-2
DE,Germany,,,,,,2020-08-10,-1,0,137,-22,-34,5
DE,Germany,,,,,,2020-08-11,-3,-2,148,-22,-33,6
DE,Germany,,,,,,2020-08-12,-1,-2,154,-20,-32,5
DE,Germany,,,,,,2020-08-13,-5,-2,115,-21,-32,5
DE,Germany,,,,,,2020-08-14,-6,0,107,-20,-32,5
DE,Germany,,,,,,2020-08-15,-20,-17,132,-10,-8,0
DE,Germany,,,,,,2020-08-16,1,34,139,-4,4,-2
DE,Germany,,,,,,2020-08-17,-1,0,100,-19,-32,4
DE,Germany,,,,,,2020-08-18,-1,-2,112,-19,-28,5
DE,Germany,,,,,,2020-08-19,2,-3,147,-17,-28,4
DE,Germany,,,,,,2020-08-20,-6,-6,128,-20,-29,4
DE,Germany,,,,,,2020-08-21,-12,-7,127,-20,-30,4
DE,Germany,,,,,,2020-08-22,-17,-8,107,-13,-5,0
DE,Germany,,,,,,2020-08-23,-2,32,105,-6,3,-1
DE,Germany,,,,,,2020-08-24,-3,-3,92,-20,-28,4
DE,Germany,,,,,,2020-08-25,-3,-3,113,-19,-26,5
DE,Germany,,,,,,2020-08-26,-7,-6,70,-22,-26,6
DE,Germany,,,,,,2020-08-27,-3,-3,104,-17,-24,4
DE,Germany,,,,,,2020-08-28,-6,-2,84,-18,-26,4
DE,Germany,,,,,,2020-08-29,-12,-7,105,-8,-4,0
DE,Germany,,,,,,2020-08-30,-9,23,65,-12,-1,0
DE,Germany,,,,,,2020-08-31,2,2,74,-15,-24,3
DE,Germany,,,,,,2020-09-01,0,0,90,-14,-23,4
DE,Germany,,,,,,2020-09-02,3,-2,106,-14,-22,3
DE,Germany,,,,,,2020-09-03,-5,-3,81,-17,-23,3
DE,Germany,,,,,,2020-09-04,-4,-3,104,-14,-23,3
DE,Germany,,,,,,2020-09-05,-10,-7,103,-9,-7,0
DE,Germany,,,,,,2020-09-06,5,40,110,-4,0,-2
DE,Germany,,,,,,2020-09-07,2,-1,100,-14,-23,3
DE,Germany,,,,,,2020-09-08,0,-2,112,-12,-21,3
DE,Germany,,,,,,2020-09-09,1,-4,112,-13,-20,3
DE,Germany,,,,,,2020-09-10,-2,-2,102,-13,-20,2
DE,Germany,,,,,,2020-09-11,-2,-2,121,-11,-21,2
DE,Germany,,,,,,2020-09-12,-8,-6,149,-3,-3,-2
DE,Germany,,,,,,2020-09-13,15,49,152,4,3,-4
DE,Germany,,,,,,2020-09-14,0,-2,125,-12,-17,1
DE,Germany,,,,,,2020-09-15,-1,-2,142,-10,-16,2
DE,Germany,,,,,,2020-09-16,0,-3,131,-11,-16,2
DE,Germany,,,,,,2020-09-17,-4,-2,103,-12,-17,2
DE,Germany,,,,,,2020-09-18,-4,-2,113,-11,-18,2
DE,Germany,,,,,,2020-09-19,-9,-7,141,-4,-4,-1
DE,Germany,,,,,,2020-09-20,14,45,149,2,2,-3
DE,Germany,,,,,,2020-09-21,-2,-2,111,-12,-18,2
DE,Germany,,,,,,2020-09-22,-4,-2,122,-11,-16,3
DE,Germany,,,,,,2020-09-23,-5,-2,98,-12,-15,3
DE,Germany,,,,,,2020-09-24,-10,-2,70,-14,-15,3
DE,Germany,,,,,,2020-09-25,-12,-1,42,-16,-17,4
DE,Germany,,,,,,2020-09-26,-19,-7,15,-21,-8,3
DE,Germany,,,,,,2020-09-27,-14,18,44,-15,-3,1
DE,Germany,,,,,,2020-09-28,-7,1,48,-15,-15,3
DE,Germany,,,,,,2020-09-29,-8,1,50,-24,-15,5
DE,Germany,,,,,,2020-09-30,0,6,77,-10,-13,3
DE,Germany,,,,,,2020-10-01,-6,7,52,-12,-12,3
DE,Germany,,,,,,2020-10-02,0,29,60,-10,-14,2
DE,Germany,,,,,,2020-10-03,-51,-87,78,-22,-36,6
DE,Germany,,,,,,2020-10-04,0,50,80,-5,-1,0
DE,Germany,,,,,,2020-10-05,-3,10,40,-13,-17,3
DE,Germany,,,,,,2020-10-06,-7,4,42,-14,-17,5
DE,Germany,,,,,,2020-10-07,-6,1,43,-16,-16,4
DE,Germany,,,,,,2020-10-08,-11,0,32,-21,-17,4
DE,Germany,,,,,,2020-10-09,-10,1,45,-19,-17,4
DE,Germany,,,,,,2020-10-10,-13,-6,48,-15,-4,2
DE,Germany,,,,,,2020-10-11,-14,26,55,-16,-3,1
DE,Germany,,,,,,2020-10-12,-6,-1,49,-21,-24,5
DE,Germany,,,,,,2020-10-13,-6,-1,71,-20,-23,6
DE,Germany,,,,,,2020-10-14,-8,-3,35,-23,-23,6
DE,Germany,,,,,,2020-10-15,-11,2,28,-25,-24,7
DE,Germany,,,,,,2020-10-16,-12,1,31,-23,-25,7
DE,Germany,,,,,,2020-10-17,-18,-5,46,-18,-7,3
DE,Germany,,,,,,2020-10-18,-19,19,49,-20,-6,2
DE,Germany,,,,,,2020-10-19,-7,1,52,-24,-24,6
DE,Germany,,,,,,2020-10-20,-11,-1,49,-26,-24,7
DE,Germany,,,,,,2020-10-21,-8,-2,56,-23,-22,6
DE,Germany,,,,,,2020-10-22,-11,-1,67,-22,-22,6
DE,Germany,,,,,,2020-10-23,-16,0,25,-26,-24,8
DE,Germany,,,,,,2020-10-24,-21,-5,51,-21,-5,4
DE,Germany,,,,,,2020-10-25,-18,20,64,-20,-4,2
DE,Germany,,,,,,2020-10-26,-15,-1,12,-23,-17,6
DE,Germany,,,,,,2020-10-27,-14,0,35,-20,-16,7
DE,Germany,,,,,,2020-10-28,-11,0,33,-21,-15,6
DE,Germany,,,,,,2020-10-29,-13,4,7,-24,-16,7
DE,Germany,,,,,,2020-10-30,-10,12,3,-24,-17,7
DE,Germany,,,,,,2020-10-31,-30,-30,52,-24,-12,5
DE,Germany,,,,,,2020-11-01,-27,-1,4,-28,-6,4
DE,Germany,,,,,,2020-11-02,-24,-1,23,-24,-18,7
DE,Germany,,,,,,2020-11-03,-27,-1,19,-26,-18,9
DE,Germany,,,,,,2020-11-04,-27,-2,22,-27,-18,9
DE,Germany,,,,,,2020-11-05,-29,0,15,-28,-18,9
DE,Germany,,,,,,2020-11-06,-30,1,13,-31,-19,10
DE,Germany,,,,,,2020-11-07,-34,-5,45,-33,-13,7
DE,Germany,,,,,,2020-11-08,-48,-3,61,-33,-17,5
DE,Germany,,,,,,2020-11-09,-24,-2,11,-27,-16,8
DE,Germany,,,,,,2020-11-10,-27,-1,11,-26,-16,9
DE,Germany,,,,,,2020-11-11,-26,-2,9,-27,-16,9
DE,Germany,,,,,,2020-11-12,-30,-1,3,-28,-16,9
DE,Germany,,,,,,2020-11-13,-28,3,11,-28,-17,10
DE,Germany,,,,,,2020-11-14,-32,-3,38,-32,-13,7
DE,Germany,,,,,,2020-11-15,-48,-3,62,-32,-17,5
DE,Germany,,,,,,2020-11-16,-25,-3,-3,-28,-16,8
DE,Germany,,,,,,2020-11-17,-28,-1,3,-27,-16,9
DE,Germany,,,,,,2020-11-18,-27,-7,41,-28,-20,9
DE,Germany,,,,,,2020-11-19,-32,-2,-13,-30,-17,9
DE,Germany,,,,,,2020-11-20,-30,1,-3,-31,-17,10
DE,Germany,,,,,,2020-11-21,-35,-4,0,-39,-14,8
DE,Germany,,,,,,2020-11-22,-57,-16,5,-41,-20,7
DE,Germany,,,,,,2020-11-23,-24,-4,1,-29,-16,8
DE,Germany,,,,,,2020-11-24,-26,-2,5,-28,-16,9
DE,Germany,,,,,,2020-11-25,-25,-2,8,-28,-15,9
DE,Germany,,,,,,2020-11-26,-27,0,-5,-29,-16,9
DE,Germany,,,,,,2020-11-27,-20,7,1,-29,-17,9
DE,Germany,,,,,,2020-11-28,-30,0,0,-37,-12,7
DE,Germany,,,,,,2020-11-29,-57,-14,4,-42,-19,6
DE,Germany,,,,,,2020-11-30,-17,4,-6,-27,-16,7
DE,Germany,,,,,,2020-12-01,-26,0,-10,-26,-16,9
DE,Germany,,,,,,2020-12-02,-24,2,-4,-27,-14,9
DE,Germany,,,,,,2020-12-03,-27,3,-13,-29,-14,9
DE,Germany,,,,,,2020-12-04,-27,6,-10,-30,-15,10
DE,Germany,,,,,,2020-12-05,-31,3,-1,-35,-11,8
DE,Germany,,,,,,2020-12-06,-57,-9,-12,-42,-16,6
DE,Germany,,,,,,2020-12-07,-23,-3,-10,-28,-16,8
DE,Germany,,,,,,2020-12-08,-24,1,4,-27,-14,9
DE,Germany,,,,,,2020-12-09,-25,-1,-7,-30,-15,9
DE,Germany,,,,,,2020-12-10,-27,2,-11,-30,-16,9
DE,Germany,,,,,,2020-12-11,-26,5,-15,-32,-17,10
DE,Germany,,,,,,2020-12-12,-31,0,-15,-37,-12,8
DE,Germany,,,,,,2020-12-13,-60,-17,-8,-44,-19,7
DE,Germany,,,,,,2020-12-14,-2,13,-2,-29,-20,8
DE,Germany,,,,,,2020-12-15,-6,14,-6,-28,-21,9
DE,Germany,,,,,,2020-12-16,-52,-4,4,-42,-29,13
DE,Germany,,,,,,2020-12-17,-53,-2,-10,-44,-31,14
DE,Germany,,,,,,2020-12-18,-54,-2,0,-45,-32,15
DE,Germany,,,,,,2020-12-19,-63,-11,9,-43,-21,10
DE,Germany,,,,,,2020-12-20,-63,-23,-6,-47,-22,8
DE,Germany,,,,,,2020-12-21,-46,12,-11,-48,-44,15
DE,Germany,,,,,,2020-12-22,-47,18,-11,-48,-47,16
DE,Germany,,,,,,2020-12-23,-47,25,-20,-50,-53,18
DE,Germany,,,,,,2020-12-24,-74,-40,-32,-67,-79,23
DE,Germany,,,,,,2020-12-25,-87,-94,-8,-74,-87,25
DE,Germany,,,,,,2020-12-26,-86,-94,-8,-61,-53,12
DE,Germany,,,,,,2020-12-27,-69,-37,-27,-53,-28,8
DE,Germany,,,,,,2020-12-28,-53,-2,4,-56,-64,20
DE,Germany,,,,,,2020-12-29,-54,2,11,-56,-64,21
DE,Germany,,,,,,2020-12-30,-48,23,16,-53,-63,19
DE,Germany,,,,,,2020-12-31,-69,-27,-2,-64,-78,24
DE,Germany,,,,,,2021-01-01,-87,-94,-2,-75,-88,28
DE,Germany,,,,,,2021-01-02,-69,-20,-3,-53,-31,12
DE,Germany,,,,,,2021-01-03,-66,-34,-2,-49,-22,8
DE,Germany,,,,,,2021-01-04,-55,-8,-17,-50,-42,16
DE,Germany,,,,,,2021-01-05,-56,-5,-11,-50,-42,17
RU,Russia,,,,,,2020-02-15,10,8,1,8,1,-1
RU,Russia,,,,,,2020-02-16,8,7,3,6,3,0
RU,Russia,,,,,,2020-02-17,4,4,-1,3,1,1
RU,Russia,,,,,,2020-02-18,7,5,5,5,2,0
RU,Russia,,,,,,2020-02-19,7,5,6,4,2,0
RU,Russia,,,,,,2020-02-20,11,9,12,7,2,-1
RU,Russia,,,,,,2020-02-21,11,8,12,9,2,-1
RU,Russia,,,,,,2020-02-22,13,11,6,10,1,-2
RU,Russia,,,,,,2020-02-23,11,9,10,4,1,-2
RU,Russia,,,,,,2020-02-24,3,-3,5,-20,-62,13
RU,Russia,,,,,,2020-02-25,2,3,2,5,4,0
RU,Russia,,,,,,2020-02-26,3,2,4,4,5,-1
RU,Russia,,,,,,2020-02-27,4,4,8,5,5,-1
RU,Russia,,,,,,2020-02-28,4,3,3,5,5,0
RU,Russia,,,,,,2020-02-29,8,6,3,8,9,0
RU,Russia,,,,,,2020-03-01,12,9,44,11,8,-1
RU,Russia,,,,,,2020-03-02,4,4,3,4,6,0
RU,Russia,,,,,,2020-03-03,7,7,6,6,6,-1
RU,Russia,,,,,,2020-03-04,9,9,11,7,6,-1
RU,Russia,,,,,,2020-03-05,14,15,13,9,7,-2
RU,Russia,,,,,,2020-03-06,14,12,11,10,6,-2
RU,Russia,,,,,,2020-03-07,20,20,11,14,3,-2
RU,Russia,,,,,,2020-03-08,22,20,36,14,0,-4
RU,Russia,,,,,,2020-03-09,9,1,36,-15,-63,12
RU,Russia,,,,,,2020-03-10,4,4,9,6,5,-1
RU,Russia,,,,,,2020-03-11,6,6,10,7,5,-1
RU,Russia,,,,,,2020-03-12,7,7,10,6,5,-1
RU,Russia,,,,,,2020-03-13,6,7,6,4,4,0
RU,Russia,,,,,,2020-03-14,10,10,3,9,8,-1
RU,Russia,,,,,,2020-03-15,6,10,-2,4,5,0
RU,Russia,,,,,,2020-03-16,5,12,2,4,3,0
RU,Russia,,,,,,2020-03-17,8,19,9,2,-1,1
RU,Russia,,,,,,2020-03-18,3,13,8,-2,-4,1
RU,Russia,,,,,,2020-03-19,0,7,8,-5,-6,2
RU,Russia,,,,,,2020-03-20,-2,5,4,-6,-8,3
RU,Russia,,,,,,2020-03-21,-6,2,-2,-6,-7,2
RU,Russia,,,,,,2020-03-22,-8,2,6,-8,2,1
RU,Russia,,,,,,2020-03-23,-5,1,4,-12,-14,4
RU,Russia,,,,,,2020-03-24,-5,1,5,-12,-15,4
RU,Russia,,,,,,2020-03-25,-2,7,13,-10,-15,4
RU,Russia,,,,,,2020-03-26,-4,8,16,-11,-16,4
RU,Russia,,,,,,2020-03-27,-5,9,12,-11,-17,4
RU,Russia,,,,,,2020-03-28,-33,-5,-3,-22,-22,4
RU,Russia,,,,,,2020-03-29,-42,-13,-7,-30,-16,4
